product_ndc,generic_name,brand_name,manufacturer_name,dosage_form,route
0121-4820,THEOPHYLLINE,THEOPHYLLINE,"PAI Holdings, LLC dba PAI Pharma",SOLUTION,ORAL
42494-423,Ribavirin,Ribavirin,Cameron Pharmaceuticals,"POWDER, FOR SOLUTION",RESPIRATORY (INHALATION)
0143-9669,Fluconazole,Fluconazole,Hikma Pharmaceuticals USA Inc.,INJECTION,INTRAVENOUS
42681-7346,Acne Care Moisturizer,Acne Care Moisturizer,Whole Foods Market,LOTION,TOPICAL
0006-5425,sugammadex,BRIDION,Merck Sharp & Dohme LLC,"INJECTION, SOLUTION",INTRAVENOUS
37662-3335,Kali Telluricosum,Kali Telluricosum,"Hahnemann Laboratories, INC.",PELLET,ORAL
37662-3566,Aluminium Fluoratum,Aluminium Fluoratum,"Hahnemann Laboratories, INC.",PELLET,ORAL
37662-3797,Niccolum Iodatum,Niccolum Iodatum,"Hahnemann Laboratories, INC.",PELLET,ORAL
37662-4026,Rubidium Muriaticum,Rubidium Muriaticum,"Hahnemann Laboratories, INC.",PELLET,ORAL
37808-128,Colloidal oatmeal,Colloidal oatmeal,H E B,CREAM,TOPICAL
37808-765,Docosanol,Cold Sore Fever Blister Treatment,H E B,CREAM,TOPICAL
39892-0306,BENZALKONIUM CHLORIDE,MediChoice OB Cleansing,"O&M HALYARD, INC.",CLOTH,TOPICAL
41163-755,docusate sodium and sennosides,Stool Softener Laxative,"United Natural Foods, Inc. dba UNFI",TABLET,ORAL
41415-420,Zinc Acetate and Pramoxine Hydrochloride,Publix Calamine Medicated,Publix,LOTION,TOPICAL
41226-370,"ACETAMINOPHEN, ASPIRIN AND CAFFEINE",HEADACHE RELIEF,Kroger Company,"TABLET, COATED",ORAL
41250-506,Fexofenadine HCl,Allergy Relief non drowsy,"MEIJER, INC.","TABLET, COATED",ORAL
42086-051,SODIUM MONOFLUOROPHOSPHATE,Charm Tex FLUORIDE,"Jiangsu Gold Worldworks Household Chemicals Co., Ltd.","PASTE, DENTIFRICE",DENTAL
42291-717,ropinirole hydrochloride,ROPINIROLE HYDROCHLORIDE,AvKARE,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL
44087-1116,FOLLITROPIN,Gonal-f RFF Redi-ject,"EMD Serono, Inc.","INJECTION, SOLUTION",SUBCUTANEOUS
44911-0153,"Argentum Nitricum, Belladonna, Causticum, Equisetum Hyemale, Ferrum Phosphoricum, Kreosotum, Nitricum Acidum, Pulsatilla (Pratensis), Thuja Occidentalis, Thyroidinum (Suis)",Enuresis HP,"Energique, Inc.",LIQUID,ORAL
44911-0641,"Pareira Brava, Petroselinum Sativum, Sarsaparilla (Smilax Regelii), Kidney (Suis), Bryonia (Alba), Mercurius Corrosivus, Rubia Tinctorum, Solidago Virgaurea, Triticum Repens",Renapar,"Energique, Inc.",LIQUID,ORAL
45802-490,Naproxen Sodium,Naproxen Sodium,Padagis Israel Pharmaceuticals Ltd,"TABLET, FILM COATED",ORAL
0143-9890,Ondansetron,Ondansetron,West-Ward Pharmaceuticals Corp,INJECTION,"INTRAMUSCULAR, INTRAVENOUS"
43063-536,Cephalexin,Cephalexin,"PD-Rx Pharmaceuticals, Inc.",CAPSULE,ORAL
43066-044,Docetaxel,Docetaxel,Baxter Healthcare Corporation,INJECTION,INTRAVENOUS
43386-161,Misoprostol,Misoprostol,"Lupin Pharmaceuticals,Inc.",TABLET,ORAL
43598-744,Ezetimibe and Simvastatin,Ezetimibe and Simvastatin,Dr.Reddys Laboratories Inc,TABLET,ORAL
43419-093,"OCTINOXATE, TITANIUM DIOXIDE, and HOMOSALATE",Sulwhasoo Perfecting Cushion NO.37W1 Maple,Amorepacific Corporation,LOTION,TOPICAL
43547-366,Captopril,Captopril,"Solco Healthcare US, LLC",TABLET,ORAL
43598-160,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,"Dr. Reddys Laboratories, Inc.",SOLUTION,ORAL
43742-2237,"Alternaria Tenuis Nees, Aspergillus Niger, Candida Albicans, Candida Krusei, Candida Parapsilosis, Candida Tropicalis, Mucor Racemosus, Rhizopus Nigricans, Torula Cerevisiae",Cand Combination,"Deseret Biologicals, Inc.",LIQUID,ORAL
43742-1518,"Acetaldehyde, Dopamine Hydrochloride, DHEA (Dehydroepiandrosterone), 7-Oxo- Dehydroepiandrosterone 3-Acetate, Folliculinum, Oophorinum (Suis), Cholesterinum, Progesterone, Testosterone, Cortisone Aceticum, Aldosterone, Androsterone, Follicle Stimulating Hormone",Hormone Combination,"Deseret Biologicals, Inc.",LIQUID,ORAL
43857-0376,"Boldo, Chelidonium Majus, Ginkgo Biloba, Glycyrrhiza Glabra, Hydrocotyle Asiatica, Copper Gluconate, Germanium Sesquioxide",Energy,"BioActive Nutritional, Inc.",LIQUID,ORAL
49817-2080,"OCTISALATE, TITANIUM DIOXIDE",PARURE GOLD SKIN MATTE FOUNDATION NO-TRANSFER HIGH PERFECTION 24H CARE AND WEAR INFUSED WITH 24K GOLD AND WHITE PEONY WITH SUNSCREEN BROADSPECTRUM SPF 15 0C,Guerlain,EMULSION,TOPICAL
49967-293,"Avobenzone, Homosalate, Octisalate and Octocrylene",Lancome Paris UV Expert Supra Screen Invisible Sunscreen Serum Broad Spectrum SPF 50,L'Oreal USA Products Inc,LIQUID,TOPICAL
50090-0139,Hydralazine Hydrochloride,Hydralazine Hydrochloride,A-S Medication Solutions,TABLET,ORAL
50090-1418,Amlodipine and Benazepril Hydrochloride,Amlodipine and Benazepril Hydrochloride,A-S Medication Solutions,CAPSULE,ORAL
50090-2594,drospirenone and ethinyl estradiol,drospirenone and ethinyl estradiol,A-S Medication Solutions,KIT,
46122-616,omeprazole,good neighbor pharmacy omeprazole,Amerisource Bergen,"TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE",ORAL
46708-021,Metronidazole,Metronidazole,Alembic Pharmaceuticals Limited,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL
46708-431,venlafaxine,venlafaxine,Alembic Pharmaceuticals Limited,TABLET,ORAL
46708-812,Triamcinolone Acetonide,Triamcinolone Acetonide,Alembic Pharmaceuticals Limited,"INJECTION, SUSPENSION","INTRA-ARTICULAR, INTRAMUSCULAR"
47593-468,Chlorhexidine gluconate,Scrub-Stat,Ecolab Inc.,SOLUTION,TOPICAL
47682-618,Aspirin,Medi-First Plus Aspirin,Unifirst First Aid Corporation,"TABLET, FILM COATED",ORAL
48433-074,metoprolol tartrate,Metoprolol Tartrate,"Safecor Health, LLC","TABLET, FILM COATED",ORAL
0009-0287,medroxyprogesterone acetate,Provera,Pharmacia & Upjohn Company LLC,TABLET,ORAL
49483-347,"Acetaminophen, Caffeine, and Pyrilamine Maleate",Comfort-Time,"Time Cap Labs, Inc","TABLET, FILM COATED",ORAL
0220-0378,ANTIMONY POTASSIUM TARTRATE,Antimonium tartaricum,Boiron,PELLET,ORAL
49035-991,oxymetazoline hydrochloride,No Drip Nasal Mist Nasal Decongestant Severe Congestion,"Wal-Mart Stores,Inc.,",SPRAY,NASAL
49643-175,Trichophyton rubrum,Trichophyton rubrum,"Allermed Laboratories, Inc.",LIQUID,"PERCUTANEOUS, SUBCUTANEOUS"
50332-0144,"Aspirin, Acetaminophen, Caffeine",Exaprin Plus,HART Health,"TABLET, FILM COATED",ORAL
50474-805,rotigotine,Neupro,"UCB, Inc.","PATCH, EXTENDED RELEASE",TRANSDERMAL
50742-175,Isosorbide Mononitrate,Isosorbide Mononitrate,"Ingenus Pharmaceuticals, LLC","TABLET, EXTENDED RELEASE",ORAL
50804-638,"aluminum hydroxide, magnesium hydroxide, simethicone",ANTACID AND GASRELIEF,GOODSENSE,LIQUID,ORAL
50090-3975,Desloratadine,Desloratadine,A-S Medication Solutions,TABLET,ORAL
50090-5120,Lisinopril,Lisinopril,A-S Medication Solutions,TABLET,ORAL
50090-5750,Benazepril Hydrochloride,Benazepril Hydrochloride,A-S Medication Solutions,"TABLET, FILM COATED",ORAL
50090-7536,acetaZOLAMIDE,acetaZOLAMIDE,A-S Medication Solutions,TABLET,ORAL
50090-6229,Cyanocobalamin,Cyanocobalamin,A-S Medication Solutions,"INJECTION, SOLUTION",INTRAMUSCULAR
50090-6609,Moxifloxacin Hydrochloride,Moxifloxacin Hydrochloride,A-S Medication Solutions,"TABLET, FILM COATED",ORAL
50090-6931,Hydrochlorothiazide,Hydrochlorothiazide,A-S Medication Solutions,TABLET,ORAL
50090-7259,"bacitracin zinc, neomycin, polymyxin B",Good Sense First Aid Antibiotic,A-S Medication Solutions,OINTMENT,TOPICAL
50090-7796,Sotalol Hydrochloride,Sotalol Hydrochloride,A-S Medication Solutions,TABLET,ORAL
50227-1007,Benzocaine,Patterson Dental Topical Anesthetic,Patterson Dental,GEL,DENTAL
50242-085,Alteplase,Activase,"Genentech, Inc.",KIT,
50268-477,LEFLUNOMIDE,LEFLUNOMIDE,AvPAK,TABLET,ORAL
0220-1631,COPPER,Cuprum metallicum,Boiron,PELLET,ORAL
0220-1777,MUCUNA PRURIENS FRUIT TRICHOME,Dolichos pruriens,Boiron,PELLET,ORAL
51316-093,Miconazole Nitrate,CVS MICONAZOLE 1 COMBINATION PACK,"CVS PHARMACY, INC",KIT,
51316-687,Diphenhydramine HCI 25 mg,Allergy Relief mini Softgels,"CVS WOONSOCKET PRESCRIPTION CENTER, INCORPORATED","CAPSULE, LIQUID FILLED",ORAL
52000-022,Hydrocortisone,Hydrocortisone Anti-Itch,Universal Distribution Center LLC,CREAM,TOPICAL
52305-602,Benzalkonium Chloride,Alaska Airlines,Freshorize Ltd.,LIQUID,TOPICAL
52642-044,Menthol,Honey Lemon Cough Drops,Bestco Inc.,LOZENGE,ORAL
53041-190,Guaifenesin,Mucus Relief 600 mg,Guardian Drug Company,"TABLET, EXTENDED RELEASE",ORAL
51655-075,Pantoprazole Sodium,Pantoprazole Sodium,"Northwind Health Company, LLC","TABLET, DELAYED RELEASE",ORAL
51655-539,cyclobenzaprine hydrochloride,CYCLOBENZAPRINE HYDROCHLORIDE,"Northwind Health Company, LLC","TABLET, FILM COATED",ORAL
51407-039,Carvedilol,Carvedilol,"Golden State Medical Supply, Inc.","TABLET, FILM COATED",ORAL
51407-601,Captopril,Captopril,"Golden State Medical Supply, Inc.",TABLET,ORAL
51407-968,Diclofenac Sodium,Diclofenac Sodium Delayed Release,"Golden State Medical Supply, Inc.","TABLET, DELAYED RELEASE",ORAL
51660-491,loratadine and pseudoephedrine,Loratadine and Pseudoephedrine,Ohm Laboratories Inc.,"TABLET, EXTENDED RELEASE",ORAL
51662-1519,NITROGLYCERIN LINGUAL,NITROGLYCERIN LINGUAL,"HF Acquisition Co LLC, DBA HealthFirst",SPRAY,ORAL
51672-2001,Miconazole Nitrate,Miconazole Nitrate,"Sun Pharmaceutical Industries, Inc.",CREAM,TOPICAL
51759-850,risperidone,UZEDY,"Teva Pharmaceuticals USA, Inc.","INJECTION, SUSPENSION, EXTENDED RELEASE",SUBCUTANEOUS
53238-001,SODIUM FLUORIDE,PERIOSCIENCES White Care AO Pro,PERIOSCIENCES LLC,"PASTE, DENTIFRICE",DENTAL
53499-0390,CARDIOSPERMUM HALICACABUM FLOWERING TOP,Florasone,Schwabe North America,CREAM,TOPICAL
53645-2520,Cerasus Radix-Cinis 9X,Cerasus Radix-Cinis 9X,"True Botanica, LLC",LIQUID,ORAL
53942-439,Ethyl Alcohol,Advanced Hand Sanitizer,"Demoulas Super Markets, Inc",GEL,TOPICAL
0220-3369,AVICULARIA AVICULARIA,Mygale,Boiron,PELLET,ORAL
0220-3419,MERCURIUS SOLUBILIS,Mercurius solubilis,Boiron,PELLET,ORAL
0220-3466,HYDROCHLORIC ACID,Muriaticum acidum,Boiron,PELLET,ORAL
54092-252,lanthanum carbonate,Fosrenol,"Takeda Pharmaceuticals America, Inc.","TABLET, CHEWABLE",ORAL
54340-133,BENZALKONIUM CHLORIDE,Dial Antibacterial Defense Sandalwood Vanilla,Henkel Corporation,SOLUTION,TOPICAL
0363-0989,Cetirizine Hydrochloride and Pseudoephedrine Hydrochloride,Wal-Zyr D,Walgreen Company,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL
0363-1079,Benzocaine,Cherry Sore Throat Lozenge,Walgreens Co.,LOZENGE,ORAL
68083-648,Acetaminophen,Acetaminophen,Gland Pharma Limited,"INJECTION, SOLUTION",INTRAVENOUS
68094-688,Metformin Hydrochloride,Metformin Hydrochloride,"Precision Dose, Inc.","TABLET, COATED",ORAL
68180-460,Minocycline Hydrochloride,Minocycline Hydrochloride,"Lupin Pharmaceuticals, Inc.","TABLET, EXTENDED RELEASE",ORAL
68196-606,Acetaminophen,MEMBERS MARK ACETAMINOPHEN,Sam's West Inc,TABLET,ORAL
68382-354,bupropion,bupropion,Zydus Pharmaceuticals USA Inc.,"TABLET, EXTENDED RELEASE",ORAL
68391-441,Doxylamine succinate,berkley and jensen sleep aid,BJWC,TABLET,ORAL
69423-832,Bismuth subsalicylate,Pepto Bismol Fast Melts Winter Frost Flavored,The Procter & Gamble Manufacturing Company,"TABLET, CHEWABLE",ORAL
69452-339,Aripiprazole,Aripiprazole,Bionpharma Inc.,"TABLET, ORALLY DISINTEGRATING",ORAL
69539-240,Dimethyl Fumarate,Dimethyl Fumarate,MSN LABORATORIES PRIVATE LIMITED,KIT,
69676-0053,"Alfalfa, Calcarea phosphorica, Chamomilla, Eschscholtzia californica, Melissa officinalis, Passiflora incarnata, Pulsatilla, Scutellaria lateriflora, Valeriana officinalis",Genexa Kids Sleepology,Genexa Inc.,"TABLET, CHEWABLE",ORAL
68788-8476,Gabapentin,GABAPENTIN,Preferred Pharmaceuticals Inc.,TABLET,ORAL
68788-8767,Amitriptyline Hydrochloride,Amitriptyline Hydrochloride,Preferred Pharmaceuticals Inc.,TABLET,ORAL
68788-6870,Paroxetine,Paroxetine,Preferred Pharmaceuticals Inc.,"TABLET, FILM COATED",ORAL
68788-7991,Tizanidine,Tizanidine,Preferred Pharmaceuticals Inc.,TABLET,ORAL
68828-325,"Homosalate,Octisalate,Zinc Oxide",JAFRA ALWAYS LONG WEAR FOUNDATION BROAD SPECTRUM SPF 15 SUNSCREEN 421,"Distribuidora Comercial Jafra, S.A. de C.V.",LIQUID,TOPICAL
69004-003,Benzocaine,GPS Topical Anesthetic,"Group Practice Solutions, Inc.",GEL,DENTAL
69097-514,Abacavir,Abacavir,Cipla USA Inc.,"TABLET, FILM COATED",ORAL
69117-0045,lamotrigine extended-release,lamotrigine,"Yiling Pharmaceutical, Inc.","TABLET, FILM COATED, EXTENDED RELEASE",ORAL
69238-1174,Isotretinoin,Isotretinoin,Amneal Pharmaceuticals NY LLC,"CAPSULE, LIQUID FILLED",ORAL
69256-030,Medicated Corn Removers,Salicylic Acid,"Harris Teeter, LLC",PATCH,TOPICAL
0363-7810,Esomeprazole Magnesium,Esomeprazole Magnesium Delayed Release,WALGREENS,"CAPSULE, DELAYED RELEASE",ORAL
69367-345,Gabapentin,Gabapentin,"Westminster Pharmaceuticals, LLC",CAPSULE,ORAL
0363-8990,DEXTROMETHORPHAN HBr,Cough Relief,WALGREEN COMPANY,"CAPSULE, LIQUID FILLED",ORAL
70518-0968,Levofloxacin,Levofloxacin,REMEDYREPACK INC.,"TABLET, FILM COATED",ORAL
70518-2276,OXCARBAZEPINE,OXCARBAZEPINE,REMEDYREPACK INC.,"TABLET, FILM COATED",ORAL
70518-3281,Propranolol Hydrochloride,Propranolol Hydrochloride,REMEDYREPACK INC.,TABLET,ORAL
70518-3923,escitalopram,escitalopram,REMEDYREPACK INC.,"TABLET, FILM COATED",ORAL
69842-341,"Avobenzone, Homosalate, Octisalate, Octocrylene",CVS Health Ultra Sheer Broad Spectrum SPF 45 Sunscreen,CVS Pharmacy,LOTION,TOPICAL
69842-812,"guaifenesin, dextromethorphan HBr",mucus dm extended release,CVS Pharmacy,"TABLET, EXTENDED RELEASE",ORAL
69945-064,copper Cu 64 Dotatate,Detectnet,CURIUM US LLC,"INJECTION, SOLUTION",INTRAVENOUS
69744-0203,benzalkonium chloride,"TOUCH Sanitizing Germ Block, Tropical Breeze, 1oz (28.35g)","Relevo, Inc.","AEROSOL, SPRAY",TOPICAL
69968-0742,Titanium Dioxide,Neutrogena Healthy Skin Liquid Makeup SPF 20 - Natural Ivory 20,Kenvue Brands LLC,CREAM,TOPICAL
69981-754,"PETROLATUM, COD LIVER",Curefini Dermal,Rev Pharma Corp,OINTMENT,TOPICAL
70000-0515,"ACETAMINOHPEN, DEXTROMETHORPHAN HBr, PHENYLEPHRINE HCL",Cold and Flu Relief,"CARDINAL HEALTH 110, LLC. DBA LEADER 70000","CAPSULE, LIQUID FILLED",ORAL
70010-085,Prazosin Hydrochloride,Prazosin Hydrochloride,Granules Pharmaceuticals Inc.,CAPSULE,ORAL
70069-698,Timolol Hemihydrate,Timolol Hemihydrate,"Somerset Therapeutics, LLC",SOLUTION/ DROPS,OPHTHALMIC
70108-211,Ethyl Alcohol,Smart Care CHAMPAGNE TOAST HAND SANITIZER,"Ashtel Studios, Inc.",SPRAY,TOPICAL
70157-002,"Homosalate, Octisalate, Avobenzene, Octocrylene",City Sunscreen serum Broad Spectrum SPF 30 Supergoop,Baxter Laboratories Pty. Ltd.,CREAM,TOPICAL
70377-062,Labetalol Hydrochloride,Labetalol Hydrochloride,Biocon Pharma Inc.,"TABLET, FILM COATED",ORAL
70453-001,"AVOBENZONE, OCTINOXATE, OCTOCRYLENE, OXYBENZONE",Protect and Prime Broad Spectrum SPF30,Emma Hardie Ltd,CREAM,TOPICAL
71205-244,Benazepril Hydrochloride,Benazepril Hydrochloride,Proficient Rx LP,TABLET,ORAL
71205-541,Hydroxyzine hydrochloride,Hydroxyzine hydrochloride,Proficient Rx LP,TABLET,ORAL
71205-800,metoprolol succinate,metoprolol succinate,Proficient Rx LP,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL
0378-9122,FENTANYL,FENTANYL,Mylan Pharmaceuticals Inc.,PATCH,TRANSDERMAL
70518-4309,"Butalbital, Acetaminophen, and Caffeine","Butalbital, Acetaminophen, Caffeine",REMEDYREPACK INC.,TABLET,ORAL
70518-4542,Etodolac,Etodolac,REMEDYREPACK INC.,"TABLET, FILM COATED",ORAL
70677-1202,Alcohol Liquid,Foster and Thrive Decolorized Iodine,"Strategic Sourcing Services, LLC",LIQUID,TOPICAL
0395-8010,Benzalkonium Chloride,HUMCO Merthiolate,"Humco Holding Group, Inc.",LIQUID,TOPICAL
70710-1589,tofacitinib,tofacitinib,Zydus Pharmaceuticals USA Inc.,"TABLET, FILM COATED",ORAL
70748-274,Ganirelix Acetate,Ganirelix Acetate,"Lupin Pharmaceuticals, Inc.","INJECTION, SOLUTION",SUBCUTANEOUS
70764-205,"OCTINOXATE, OCTISALATE, ZINC OXIDE",CONTROL CORRECTIVE INTENSIVE SKIN BRIGHTENING SPF-30 SUNSCREEN,CONTROL CORRECTIVE SKINCARE INC,CREAM,TOPICAL
70771-1507,Chlorpromazine hydrochloride,Chlorpromazine hydrochloride,Zydus Lifesciences Limited,"TABLET, FILM COATED",ORAL
70771-1882,Valsartan,Valsartan,Zydus Lifesciences Limited,"TABLET, FILM COATED",ORAL
70954-276,Fluphenazine Hydrochloride,Fluphenazine Hydrochloride,"ANI Pharmaceuticals, Inc.",TABLET,ORAL
71087-114,Lip Balm,Wildberry Lip Balm,Casad Company Inc.,STICK,TOPICAL
71141-181,Aspirin,Aspirin 81 mg,Lidl US LLC,"TABLET, DELAYED RELEASE",ORAL
71570-001,Colloidal Oatmeal,Atopis Eczema Therapy Cream,Bionona Limited,CREAM,TOPICAL
0054-4301,Furosemide,Furosemide,Hikma Pharmaceuticals USA Inc.,TABLET,ORAL
0409-4699,PROPOFOL,PROPOFOL,"Hospira, Inc.","INJECTION, EMULSION",INTRAVENOUS
71610-981,Prazosin Hydrochloride,Prazosin Hydrochloride,"Aphena Pharma Solutions - Tennessee, LLC",CAPSULE,ORAL
71335-0175,Diethylpropion Hydrochloride,Diethylpropion Hydrochloride,Bryant Ranch Prepack,TABLET,ORAL
71209-093,Atorvastatin Calcium,Atorvastatin Calcium,Cadila Pharmaceuticals Limited,"TABLET, COATED",ORAL
71288-176,Etoposide,Etoposide,Meitheal Pharmaceuticals Inc.,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS
71335-0777,Clonidine Hydrochloride,clonidine hydrochloride,Bryant Ranch Prepack,TABLET,ORAL
71335-1249,"Dextroamphetamine Saccharate, Amphetamine Aspartate Monohydrate, Dextroamphetamine Sulfate and Amphetamine Sulfate","Dextroamphetamine Saccharate, Amphetamine Aspartate Monohydrate, Dextroamphetamine Sulfate and Amphetamine Sulfate",Bryant Ranch Prepack,TABLET,ORAL
71335-1701,Fenofibrate,Fenofibrate,Bryant Ranch Prepack,"TABLET, COATED",ORAL
71335-1995,montelukast sodium,montelukast sodium,Bryant Ranch Prepack,"TABLET, FILM COATED",ORAL
71335-2284,Levothyroxine Sodium,Levothyroxine Sodium,Bryant Ranch Prepack,TABLET,ORAL
71335-2548,Oxcarbazepine,Oxcarbazepine,Bryant Ranch Prepack,"TABLET, FILM COATED",ORAL
71335-2797,Zonisamide,Zonisamide,Bryant Ranch Prepack,CAPSULE,ORAL
71335-3029,OLMESARTAN MEDOXOMIL and HYDROCHLOROTHIAZIDE,OLMESARTAN MEDOXOMIL and HYDROCHLOROTHIAZIDE,Bryant Ranch Prepack,"TABLET, FILM COATED",ORAL
0409-2720,HEPARIN SODIUM,Heparin Sodium,"Hospira, Inc.","INJECTION, SOLUTION","INTRAVENOUS, SUBCUTANEOUS"
72476-519,White Petrolatum,Petrolatum,"Retail Business Services, LLC",JELLY,TOPICAL
72266-103,Labetalol Hydrochloride,Labetalol Hydrochloride,Fosun Pharma USA Inc.,INJECTION,INTRAVENOUS
72288-601,"acetaminophen, dextromethorphan hydrobromide, doxylamine succinate, phenylephrine hydrochloride",basic care nighttime severe cold and flu,Amazon.com Services LLC,SOLUTION,ORAL
72393-302,Menthol,Aromalief Calming Pain Relief Cream Lavender,Marketites LLC,LOTION,TOPICAL
71884-040,Benzalkonium Chloride,MY-SHIELD SANITIZING,Enviro Specialty Chemicals Inc,SOAP,TOPICAL
71780-550,ZINC OXIDE,LASPA BROAD SPECTRUM MINERAL SUNSCREEN SPF 50 ULTRA SUN,The Green Cricket Inc,STICK,TOPICAL
71872-7113,PROCAINAMIDE HYDROCHLORIDE,Procainamide Hydrochloride,"Medical Purchasing Solutions, LLC","INJECTION, SOLUTION","INTRAMUSCULAR, INTRAVENOUS"
71930-047,oxycodone and acetaminophen,OXYCODONE AND ACETAMINOPHEN,Eywa Pharma Inc,TABLET,ORAL
72065-001,Dichlorphenamide,Keveyis,"Xeris Pharmaceuticals, Inc.",TABLET,ORAL
72162-1275,Nystatin and Triamcinolone Acetonide,Nystatin and Triamcinolone Acetonide,Bryant Ranch Prepack,OINTMENT,TOPICAL
72162-1669,Codeine Phosphate and Guaifenesin,Codeine-Guaifenesin,Bryant Ranch Prepack,SOLUTION,ORAL
72162-2083,Levalbuterol Hydrochloride,Levalbuterol,Bryant Ranch Prepack,SOLUTION,RESPIRATORY (INHALATION)
72162-2369,Aripiprazole,Aripiprazole,Bryant Ranch Prepack,TABLET,ORAL
72162-2644,Ramelteon,Ramelteon,Bryant Ranch Prepack,"TABLET, FILM COATED",ORAL
72189-321,MOXIFLOXACIN,MOXIFLOXACIN,Direct Rx,SOLUTION/ DROPS,OPHTHALMIC
72189-585,Glimepiride,Glimepiride,Direct_rx,TABLET,ORAL
72205-107,Chlorpromazine Hydrochloride,Chlorpromazine Hydrochloride,Novadoz Pharmaceuticals LLC,"TABLET, SUGAR COATED",ORAL
74149-107,ALCOHOL,Signature Care Advanced Hand Sanitizer With Aloe,"Yiwu Yangjie Daily Chemicals Co.,Ltd.",GEL,TOPICAL
73408-934,"bacitracin zinc, neomycin sulfate, polymyxin b sulfate",Crane Safety Triple Antibiotic,Crane Safety LLC,OINTMENT,TOPICAL
73581-020,Diphenhydramine HCL,Allergy Relief Diphenhydramine HCL 50 MG,YYBA Corporation,CAPSULE,ORAL
73656-038,SODIUM MONOFLUOROPHOSPHATE,Optimax Professional Whitening Anticavity Fluoride,WHITE GLO USA INC,KIT,
72542-300,sodium phenylbutyrate,OLPRUVA,Acer Therapeutics Inc.,KIT,ORAL
72578-201,Diltiazem hydrochloride,Diltiazem hydrochloride,Viona Pharmaceuticals Inc,TABLET,ORAL
72603-358,Pregabalin,Pregabalin,NorthStar RxLLC,CAPSULE,ORAL
0065-0481,propylene glycol,Systane COMPLETE,"Alcon Laboratories, Inc.",EMULSION,OPHTHALMIC
0527-2133,Posaconazole,POSACONAZOLE,Lannett Company Inc.,"TABLET, DELAYED RELEASE",ORAL
72789-372,Propranolol Hydrochloride,Propranolol Hydrochloride,"PD-Rx Pharmaceuticals, Inc.",TABLET,ORAL
72819-160,paliperidone,Paliperidone,Archis Pharma LLC,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL
72865-142,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,"XLCare Pharmaceuticals, Inc.","TABLET, FILM COATED",ORAL
72888-098,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,Advagen Pharma Ltd.,"TABLET, EXTENDED RELEASE",ORAL
72988-0030,Xylometazoline Hydrochloride,Metarivin Soln. 0.1%,"Lydia Co., Ltd.",LIQUID,NASAL
73088-109,Zinc Oxide SPF 50,Mineral Sunscreen,Tubby Todd,CREAM,TOPICAL
73291-0001,"Zinc Oxide, Titanium Dioxide",sunbetter Broad Spectrum SPF 68 Sunscreen Compact Tone Smart,SKINBETTER SCIENCE LLC,STICK,TOPICAL
75124-0007,Chlorine Dioxide(ClO2),PURE O2 S,Pure O2,LIQUID,TOPICAL
75826-121,Dextroamphetamine Sulfate,Dextroamphetamine Sulfate,Winder Laboratories LLC,TABLET,ORAL
75907-344,Metoprolol succinate,Metoprolol succinate,Dr. Reddy's Laboratories Inc,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL
76151-105,"OCTINOXATE, AVOBENZONE",Oil-Free Daily Hydration SPF 15,Boscia LLC,CREAM,TOPICAL
76281-558,BISMUTH SUBSALICYLATE,"Stomach Relief, Maximum Strength",AptaPharma Inc.,SUSPENSION,ORAL
76329-3369,Naloxone Hydrochloride,Naloxone Hydrochloride,"International Medication Systems, Limited",INJECTION,PARENTERAL
76354-777,"ZINC OXIDE, TITANIUM DIOXIDE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",Hydrating Camo CC Cream SPF30 Light 240 W,"e.l.f. Cosmetics, Inc.",CREAM,TOPICAL
55758-310,Ibuprofen,Dolex Flex,Pharmadel LLC,"CAPSULE, LIQUID FILLED",ORAL
55910-513,ibuprofen,dg health ibuprofen,Dolgencorp Inc,"CAPSULE, LIQUID FILLED",ORAL
0220-4370,RHEUM OFFICINALE ROOT,RHEUM OFFICINALE,Boiron,PELLET,ORAL
56152-5000,Salicylic Acid,Clear Acne Body Paulas Choice,Cosmetic Enterprises Ltd,SPRAY,TOPICAL
0220-4506,SAW PALMETTO,Sabal serrualata,Boiron,PELLET,ORAL
57687-276,Water,Bach Original Flower Remedies,Nelson Bach USA Limited,SOLUTION,ORAL
57962-007,Ibrutinib,Imbruvica,Pharmacyclics LLC,SUSPENSION,ORAL
57337-037,Dimethicone,XtraCare Skin Relief Oatmeal Daily Moisturizing,Rejoice International,LOTION,TOPICAL
58228-8691,Hand Sanitizer,Hand Sanitizer,ProStat First Aid LLC,GEL,TOPICAL
58264-0312,"Beef, Pork, Lamb, Chicken, and Turkey",A-20,"DNA Labs, Inc.",SOLUTION,SUBLINGUAL
